Código Município Completo,Nome_Município,UF,CAPAG,Indicador 1,Nota 1,Indicador 2,Nota 2,Indicador 3,Nota 3,ICF
3126950,Frei Lagonegro,MG,C,"0,00%",A,"104,96%",C,"1,32%",B,Cicf
3127008,Fronteira,MG,n.e.,"10,46%",A,"95,30%",C,"-3,70%",C,Eicf
3127057,Fronteira dos Vales,MG,C,"0,05%",A,"104,22%",C,"-27,31%",C,Dicf
3127073,Fruta de Leite,MG,C,"3,74%",A,"100,93%",C,"-4,85%",C,Aicf
3127107,Frutal,MG,C,"8,29%",A,"97,80%",C,"-0,46%",C,Cicf
3127206,Funilândia,MG,n.d.,"42,44%",A,"97,84%",C,n.d.,n.d.,Dicf
3127305,Galiléia,MG,n.d.,"4,32%",A,"90,64%",B,n.d.,n.d.,Cicf
3127339,Gameleiras,MG,C,"7,25%",A,"97,51%",C,"0,55%",B,Aicf
3127354,Glaucilândia,MG,n.d.,"7,97%",A,"99,52%",C,n.d.,n.d.,Bicf
3127370,Goiabeira,MG,B,"1,39%",A,"93,48%",B,"2,23%",B,Dicf
3127388,Goianá,MG,C,"2,41%",A,"96,90%",C,"2,36%",B,Bicf
3127404,Gonçalves,MG,A,"0,00%",A,"83,39%",A,"13,94%",A,Dicf
3127503,Gonzaga,MG,C,"4,21%",A,"95,49%",C,"2,79%",B,Cicf
3127602,Gouveia,MG,C,"13,62%",A,"93,62%",B,"-0,04%",C,Aicf
3127701,Governador Valadares,MG,C,"23,03%",A,"98,30%",C,"3,65%",B,Cicf
3127800,Grão Mogol,MG,C,"8,32%",A,"95,72%",C,"-1,32%",C,Bicf
3127909,Grupiara,MG,C,"4,20%",A,"96,45%",C,"-2,84%",C,Dicf
3128006,Guanhães,MG,C,"4,29%",A,"99,32%",C,"0,83%",B,Cicf
3128105,Guapé,MG,B,"16,32%",A,"93,47%",B,"1,13%",B,Dicf
3128204,Guaraciaba,MG,A,"4,34%",A,"90,14%",B,"26,55%",A,Bicf
3128253,Guaraciama,MG,B,"2,79%",A,"90,50%",B,"1,21%",B,Bicf
3128303,Guaranésia,MG,n.d.,"11,20%",A,"92,95%",B,n.d.,n.d.,Dicf
3128402,Guarani,MG,C,"3,44%",A,"97,61%",C,"-2,57%",C,Cicf
3128501,Guarará,MG,n.d.,"4,25%",A,"94,40%",B,n.d.,n.d.,Cicf
3128600,Guarda-Mor,MG,A,"13,39%",A,"87,95%",B,"22,83%",A,Bicf
3128709,Guaxupé,MG,A,"6,18%",A,"87,78%",B,"16,10%",A,Cicf
3128808,Guidoval,MG,n.e.,"1,30%",A,"97,09%",C,"-2,33%",C,Eicf
3128907,Guimarânia,MG,n.e.,"1,39%",A,"101,24%",C,"0,00%",C,Eicf
3129004,Guiricema,MG,C,"13,37%",A,"91,77%",B,"-0,70%",C,Cicf
3129103,Gurinhatã,MG,C,"4,53%",A,"99,34%",C,"-7,05%",C,Dicf
3129202,Heliodora,MG,B,"6,26%",A,"90,95%",B,"0,52%",B,Cicf
3129301,Iapu,MG,A,"14,39%",A,"92,89%",B,"5,30%",A,Bicf
3129400,Ibertioga,MG,C,"2,88%",A,"96,34%",C,"3,26%",B,Cicf
3129509,Ibiá,MG,n.d.,"7,02%",A,"85,23%",B,n.d.,n.d.,Cicf
3129608,Ibiaí,MG,B,"31,10%",A,"94,21%",B,"0,86%",B,Bicf
3129657,Ibiracatu,MG,C,"40,33%",A,"93,08%",B,"-2,71%",C,Bicf
3129707,Ibiraci,MG,C,"4,38%",A,"93,82%",B,"-1,83%",C,Bicf
3129806,Ibirité,MG,n.d.,"13,09%",A,"94,23%",B,n.d.,n.d.,Cicf
3129905,Ibitiúra de Minas,MG,C,"10,20%",A,"97,00%",C,"1,52%",B,Aicf
3130002,Ibituruna,MG,A,"0,00%",A,"90,90%",B,"6,35%",A,Bicf
3130051,Icaraí de Minas,MG,C,"27,40%",A,"98,44%",C,"2,50%",B,Bicf
3130101,Igarapé,MG,A,"10,43%",A,"84,90%",A,"5,62%",A,Cicf
3130200,Igaratinga,MG,n.e.,"16,77%",A,"88,75%",B,"-3,73%",C,Eicf
3130309,Iguatama,MG,C,"57,64%",A,"93,14%",B,"-0,18%",C,Dicf
3130408,Ijaci,MG,C,"0,00%",A,"95,71%",C,"7,27%",A,Cicf
3130507,Ilicínea,MG,C,"5,54%",A,"99,48%",C,"-0,38%",C,Bicf
3130556,Imbé de Minas,MG,C,"3,07%",A,"98,33%",C,"1,81%",B,Bicf
3130606,Inconfidentes,MG,C,"6,52%",A,"97,36%",C,"1,51%",B,Bicf
3130655,Indaiabira,MG,C,"11,41%",A,"97,99%",C,"1,43%",B,Aicf
3130705,Indianópolis,MG,C,"5,80%",A,"96,76%",C,"0,79%",B,Cicf
3130804,Ingaí,MG,C,"0,05%",A,"96,19%",C,"5,20%",A,Aicf
3130903,Inhapim,MG,A,"5,05%",A,"85,42%",B,"12,91%",A,Bicf
3131000,Inhaúma,MG,C,"7,00%",A,"96,05%",C,"-0,28%",C,Dicf
3131109,Inimutaba,MG,C,"14,28%",A,"95,55%",C,"-0,20%",C,Cicf
3131158,Ipaba,MG,A,"8,82%",A,"92,59%",B,"5,49%",A,Bicf
3131208,Ipanema,MG,A,"8,02%",A,"89,34%",B,"28,85%",A,Cicf
3131307,Ipatinga,MG,C,"21,88%",A,"95,32%",C,"0,60%",B,Cicf
3131406,Ipiaçu,MG,C,"21,36%",A,"93,16%",B,"-3,51%",C,Cicf
3131505,Ipuiúna,MG,C,"21,64%",A,"94,49%",B,"-1,96%",C,Dicf
3131604,Iraí de Minas,MG,B,"3,14%",A,"89,69%",B,"4,63%",B,Cicf
3131703,Itabira,MG,A,"12,37%",A,"91,51%",B,"9,96%",A,Bicf
3131802,Itabirinha,MG,n.d.,"0,08%",A,"91,27%",B,n.d.,n.d.,Cicf
3131901,Itabirito,MG,A,"0,00%",A,"88,98%",B,"10,11%",A,Bicf
3132008,Itacambira,MG,C,"1,30%",A,"95,39%",C,"2,47%",B,Bicf
3132107,Itacarambi,MG,C,"12,59%",A,"97,75%",C,"-0,82%",C,Bicf
3132206,Itaguara,MG,n.d.,"0,08%",A,n.d.,n.d.,"15,40%",A,Dicf
3132305,Itaipé,MG,C,"3,89%",A,"98,37%",C,"0,00%",C,Dicf
3132404,Itajubá,MG,B,"21,49%",A,"93,80%",B,"1,77%",B,Cicf
3132503,Itamarandiba,MG,C,"19,31%",A,"83,16%",A,"-0,54%",C,Bicf
3132602,Itamarati de Minas,MG,n.d.,"8,69%",A,"89,70%",B,n.d.,n.d.,Cicf
3132701,Itambacuri,MG,n.d.,"12,31%",A,"97,17%",C,n.d.,n.d.,Cicf
3132800,Itambé do Mato Dentro,MG,n.d.,"0,00%",A,"88,78%",B,n.d.,n.d.,Cicf
3132909,Itamogi,MG,C,"0,12%",A,"97,06%",C,"3,03%",B,Cicf
3133006,Itamonte,MG,n.d.,"5,27%",A,"98,78%",C,n.d.,n.d.,Cicf
3133105,Itanhandu,MG,C,"0,38%",A,"99,37%",C,"1,89%",B,Cicf
3133204,Itanhomi,MG,C,"13,49%",A,"97,64%",C,"-2,09%",C,Cicf
3133303,Itaobim,MG,n.e.,"0,00%",A,"98,36%",C,"0,00%",C,Eicf
3133402,Itapagipe,MG,n.e.,"9,17%",A,"93,16%",B,"12,77%",A,Eicf
3133501,Itapecerica,MG,C,"5,18%",A,"100,05%",C,"-2,05%",C,Dicf
3133600,Itapeva,MG,B,"11,78%",A,"91,35%",B,"1,24%",B,Dicf
3133709,Itatiaiuçu,MG,n.d.,"0,19%",A,"85,22%",B,n.d.,n.d.,Dicf
3133758,Itaú de Minas,MG,n.e.,"1,32%",A,"98,51%",C,"-2,26%",C,Eicf
3133808,Itaúna,MG,n.e.,"12,23%",A,"90,56%",B,"4,21%",B,Eicf
3133907,Itaverava,MG,C,"12,06%",A,"85,29%",B,"-2,22%",C,Bicf
3134004,Itinga,MG,C,"7,90%",A,"94,14%",B,"-0,66%",C,Aicf
3134103,Itueta,MG,C,"0,18%",A,"100,16%",C,"7,45%",A,Dicf
3134202,Ituiutaba,MG,B,"9,49%",A,"92,71%",B,"3,08%",B,Bicf
3134301,Itumirim,MG,A,"0,87%",A,"86,56%",B,"7,96%",A,Bicf
3134400,Iturama,MG,C,"16,25%",A,"95,61%",C,"-3,51%",C,Dicf
3134509,Itutinga,MG,A+,"1,19%",A,"89,66%",B,"16,65%",A,Aicf
3134608,Jaboticatubas,MG,B,"1,47%",A,"94,37%",B,"1,70%",B,Cicf
3134707,Jacinto,MG,C,"0,74%",A,"102,92%",C,"-9,68%",C,Bicf
3134806,Jacuí,MG,n.d.,"0,15%",A,"93,62%",B,n.d.,n.d.,Cicf
3134905,Jacutinga,MG,n.d.,"8,25%",A,"97,38%",C,n.d.,n.d.,Cicf
3135001,Jaguaraçu,MG,A,"0,00%",A,"83,58%",A,"22,50%",A,Cicf
3135050,Jaíba,MG,C,"24,01%",A,"98,72%",C,"-8,02%",C,Bicf
3135076,Jampruca,MG,n.d.,"7,51%",A,n.d.,n.d.,"-2,17%",C,Cicf
3135100,Janaúba,MG,C,"17,91%",A,"94,20%",B,"-3,53%",C,Bicf
3135209,Januária,MG,C,"45,76%",A,"82,50%",A,"-2,81%",C,Bicf
3135308,Japaraíba,MG,A,"0,71%",A,"76,25%",A,"31,90%",A,Bicf
3135357,Japonvar,MG,C,"26,00%",A,"89,50%",B,"-1,37%",C,Cicf
3135407,Jeceaba,MG,A,"0,00%",A,"88,63%",B,"8,41%",A,Cicf
3135456,Jenipapo de Minas,MG,C,"0,00%",A,"103,11%",C,"-3,75%",C,Bicf
3135506,Jequeri,MG,C,"18,16%",A,"102,47%",C,"-8,90%",C,Cicf
3135605,Jequitaí,MG,B,"13,18%",A,"94,37%",B,"4,73%",B,Bicf
3135704,Jequitibá,MG,n.d.,"3,87%",A,"92,65%",B,n.d.,n.d.,Cicf
3135803,Jequitinhonha,MG,C,"1,72%",A,"100,03%",C,"0,00%",C,Dicf
3135902,Jesuânia,MG,C,"17,27%",A,"95,18%",C,"2,66%",B,Cicf
3136009,Joaíma,MG,C,"7,36%",A,"99,57%",C,"0,68%",B,Bicf
3136108,Joanésia,MG,C,"1,18%",A,"120,91%",C,"1,94%",B,Bicf
3136207,João Monlevade,MG,B,"3,21%",A,"92,32%",B,"4,86%",B,Bicf
3136306,João Pinheiro,MG,A,"20,99%",A,"89,63%",B,"11,72%",A,Cicf
3136405,Joaquim Felício,MG,n.d.,"3,40%",A,"100,28%",C,n.d.,n.d.,Cicf
3136504,Jordânia,MG,C,"15,47%",A,"100,80%",C,"-9,93%",C,Bicf
3136520,José Gonçalves de Minas,MG,C,"0,99%",A,"97,92%",C,"-3,89%",C,Aicf
3136553,José Raydan,MG,C,"4,33%",A,"95,84%",C,"-0,33%",C,Cicf
3136579,Josenópolis,MG,C,"30,18%",A,"97,46%",C,"-13,98%",C,Cicf
3136603,Nova União,MG,C,"3,14%",A,"105,95%",C,"3,80%",B,Dicf
3136652,Juatuba,MG,A,"16,81%",A,"94,42%",B,"25,25%",A,Dicf
3136702,Juiz de Fora,MG,B,"12,55%",A,"94,89%",B,"4,63%",B,Bicf
3136801,Juramento,MG,B,"6,69%",A,"92,70%",B,"1,29%",B,Bicf
3136900,Juruaia,MG,C,"12,69%",A,"92,87%",B,"-0,87%",C,Dicf
3136959,Juvenília,MG,n.e.,"12,24%",A,"97,08%",C,"-7,20%",C,Eicf
3137007,Ladainha,MG,C,"13,31%",A,"101,68%",C,"0,90%",B,Bicf
3137106,Lagamar,MG,C,"8,51%",A,"96,34%",C,"0,09%",B,Bicf
3137205,Lagoa da Prata,MG,A,"0,11%",A,"87,09%",B,"25,05%",A,Cicf
3137304,Lagoa dos Patos,MG,A,"27,95%",A,"87,97%",B,"6,10%",A,Bicf
3137403,Lagoa Dourada,MG,C,"0,00%",A,"96,03%",C,"3,88%",B,Bicf
3137502,Lagoa Formosa,MG,n.d.,"7,27%",A,n.d.,n.d.,"3,95%",B,Cicf
3137536,Lagoa Grande,MG,n.d.,"0,51%",A,"92,96%",B,n.d.,n.d.,Cicf
3137601,Lagoa Santa,MG,A,"8,23%",A,"89,97%",B,"11,66%",A,Bicf
3137700,Lajinha,MG,B,"11,48%",A,"91,81%",B,"1,48%",B,Dicf
3137809,Lambari,MG,n.d.,"4,17%",A,"91,99%",B,n.d.,n.d.,Cicf
3137908,Lamim,MG,C,"3,38%",A,"97,23%",C,"1,24%",B,Bicf
3138005,Laranjal,MG,A,"2,35%",A,"93,02%",B,"5,24%",A,Cicf
3138104,Lassance,MG,C,"8,34%",A,"96,14%",C,"1,75%",B,Cicf
3138203,Lavras,MG,B,"10,19%",A,"88,63%",B,"0,62%",B,Dicf
3138302,Leandro Ferreira,MG,B,"3,24%",A,"93,66%",B,"2,08%",B,Dicf
3138351,Leme do Prado,MG,B,"6,45%",A,"92,63%",B,"1,49%",B,Bicf
3138401,Leopoldina,MG,B,"3,23%",A,"91,35%",B,"3,41%",B,Cicf
3138500,Liberdade,MG,A,"24,76%",A,"94,71%",B,"12,24%",A,Dicf
3138609,Lima Duarte,MG,A,"2,08%",A,"92,81%",B,"12,12%",A,Bicf
3138625,Limeira do Oeste,MG,n.d.,"11,25%",A,n.d.,n.d.,"0,69%",B,Cicf
3138658,Lontra,MG,C,"21,07%",A,"95,42%",C,"-3,66%",C,Bicf
3138674,Luisburgo,MG,B,"0,00%",A,"93,53%",B,"0,85%",B,Cicf
3138682,Luislândia,MG,C,"14,08%",A,"97,57%",C,"1,19%",B,Bicf
3138708,Luminárias,MG,C,"1,63%",A,"95,22%",C,"4,20%",B,Bicf
3138807,Luz,MG,n.d.,"1,68%",A,"96,27%",C,n.d.,n.d.,Bicf
3138906,Machacalis,MG,C,"0,00%",A,"102,96%",C,"0,00%",C,Cicf
3139003,Machado,MG,n.e.,"13,25%",A,"96,26%",C,"-3,88%",C,Eicf
3139102,Madre de Deus de Minas,MG,A,"0,84%",A,"83,64%",A,"3,79%",B,Bicf
3139201,Malacacheta,MG,C,"7,78%",A,"100,78%",C,"0,50%",B,Cicf
3139250,Mamonas,MG,C,"15,11%",A,"93,92%",B,"-1,07%",C,Bicf
3139300,Manga,MG,C,"21,46%",A,"102,74%",C,"-3,52%",C,Bicf
3139409,Manhuaçu,MG,C,"2,44%",A,"91,12%",B,"-4,00%",C,Cicf
3139508,Manhumirim,MG,n.e.,"1,56%",A,"98,12%",C,n.d.,n.d.,Eicf
3139607,Mantena,MG,n.d.,"5,98%",A,"92,14%",B,n.d.,n.d.,Dicf
3139706,Maravilhas,MG,C,"10,08%",A,"64,22%",A,"-4,48%",C,Dicf
3139805,Mar de Espanha,MG,A,"0,58%",A,"87,94%",B,"8,44%",A,Bicf
3139904,Maria da Fé,MG,A,"0,00%",A,"90,95%",B,"7,02%",A,Bicf
3140001,Mariana,MG,B,"1,43%",A,"91,47%",B,"2,91%",B,Dicf
3140100,Marilac,MG,n.d.,"0,17%",A,"99,17%",C,n.d.,n.d.,Dicf
3140159,Mário Campos,MG,A,"0,00%",A,"88,26%",B,"23,05%",A,Bicf
3140209,Maripá de Minas,MG,A,"5,40%",A,"83,65%",A,"3,64%",B,Cicf
3140308,Marliéria,MG,A,"3,02%",A,"92,34%",B,"5,65%",A,Cicf
3140407,Marmelópolis,MG,C,"0,00%",A,"97,58%",C,"0,00%",C,Dicf
3140506,Martinho Campos,MG,n.d.,"5,68%",A,n.d.,n.d.,"8,38%",A,Dicf
3140530,Martins Soares,MG,A,"0,00%",A,"91,00%",B,"7,83%",A,Dicf
3140555,Mata Verde,MG,n.d.,"3,69%",A,"101,69%",C,n.d.,n.d.,Bicf
3140605,Materlândia,MG,C,"0,28%",A,"96,54%",C,"1,39%",B,Aicf
3140704,Mateus Leme,MG,C,"0,00%",A,"96,70%",C,"1,88%",B,Bicf
3140803,Matias Barbosa,MG,C,"0,00%",A,"89,43%",B,"-0,08%",C,Cicf
3140852,Matias Cardoso,MG,C,"6,52%",A,"94,38%",B,"-2,13%",C,Bicf
3140902,Matipó,MG,B,"13,92%",A,"92,67%",B,"2,32%",B,Dicf
3141009,Mato Verde,MG,C,"9,96%",A,"98,31%",C,"-4,70%",C,Bicf
3141108,Matozinhos,MG,A,"12,41%",A,"89,48%",B,"26,63%",A,Cicf
3141207,Matutina,MG,n.e.,"1,03%",A,"91,52%",B,"-0,11%",C,Eicf
3141306,Medeiros,MG,A,"15,47%",A,"86,99%",B,"8,69%",A,Cicf
3141405,Medina,MG,B+,"17,42%",A,"91,94%",B,"4,76%",B,Aicf
3141504,Mendes Pimentel,MG,n.e.,"12,80%",A,"96,05%",C,"1,36%",B,Eicf
3141603,Mercês,MG,C,"5,13%",A,"96,41%",C,"3,14%",B,Cicf
3141702,Mesquita,MG,C,"5,77%",A,"99,24%",C,"-2,30%",C,Cicf
3141801,Minas Novas,MG,n.e.,"3,10%",A,"-40,82%",n.d.,"10,89%",A,Eicf
3141900,Minduri,MG,n.d.,"0,00%",A,"93,15%",B,n.d.,n.d.,Cicf
3142007,Mirabela,MG,C,"21,82%",A,"93,09%",B,"-0,76%",C,Bicf
3142106,Miradouro,MG,C,"6,13%",A,"95,64%",C,"1,83%",B,Bicf
3142205,Miraí,MG,C,"27,91%",A,"95,28%",C,"2,04%",B,Cicf
3142254,Miravânia,MG,B,"9,51%",A,"93,98%",B,"1,90%",B,Bicf
3142304,Moeda,MG,B,"16,97%",A,"85,13%",B,"4,60%",B,Bicf
3142403,Moema,MG,C,"0,00%",A,"97,47%",C,"5,79%",A,Bicf
3142502,Monjolos,MG,A,"0,00%",A,"77,67%",A,"38,19%",A,Cicf
3142601,Monsenhor Paulo,MG,C,"5,93%",A,"89,72%",B,"0,00%",C,Bicf
3142700,Montalvânia,MG,C,"2,45%",A,"96,37%",C,"1,56%",B,Bicf
3142809,Monte Alegre de Minas,MG,B,"2,07%",A,"93,47%",B,"3,50%",B,Bicf
3142908,Monte Azul,MG,n.d.,"31,54%",A,"102,36%",C,n.d.,n.d.,Bicf
3143005,Monte Belo,MG,C,"0,11%",A,"97,24%",C,"4,69%",B,Cicf
3143104,Monte Carmelo,MG,n.e.,"8,02%",A,"91,22%",B,"0,00%",C,Eicf
3143153,Monte Formoso,MG,C,"11,15%",A,"101,91%",C,"-9,06%",C,Dicf
3143203,Monte Santo de Minas,MG,C,"2,22%",A,"95,97%",C,"3,44%",B,Bicf
3143302,Montes Claros,MG,A,"5,30%",A,"89,42%",B,"9,97%",A,Bicf
3143401,Monte Sião,MG,n.d.,n.d.,n.d.,"92,16%",B,n.d.,n.d.,Cicf
3143450,Montezuma,MG,C,"1,78%",A,"99,70%",C,"-7,15%",C,Bicf
3143500,Morada Nova de Minas,MG,A,"2,21%",A,"89,37%",B,"6,93%",A,Dicf
3143609,Morro da Garça,MG,n.d.,"2,64%",A,"94,43%",B,n.d.,n.d.,Cicf
3143708,Morro do Pilar,MG,A,"2,61%",A,"87,35%",B,"8,08%",A,Dicf
3143807,Munhoz,MG,A,"7,40%",A,"81,70%",A,"14,02%",A,Bicf
3143906,Muriaé,MG,B,"6,42%",A,"94,26%",B,"0,07%",B,Bicf
3144003,Mutum,MG,n.d.,"2,60%",A,"97,18%",C,n.d.,n.d.,Cicf
3144102,Muzambinho,MG,C,"1,79%",A,"91,22%",B,"-0,77%",C,Dicf
3144201,Nacip Raydan,MG,n.d.,"10,10%",A,"92,91%",B,n.d.,n.d.,Cicf
3144300,Nanuque,MG,C,"7,88%",A,"90,66%",B,"-9,61%",C,Dicf
3144359,Naque,MG,B,"19,88%",A,"94,38%",B,"5,00%",B,Cicf
3144375,Natalândia,MG,C,"13,97%",A,"89,26%",B,"-2,62%",C,Cicf
3144409,Natércia,MG,n.d.,"8,44%",A,"94,17%",B,n.d.,n.d.,Bicf
3144508,Nazareno,MG,A,"0,00%",A,"64,58%",A,"16,80%",A,Bicf
3144607,Nepomuceno,MG,C,"11,91%",A,"101,45%",C,"-2,10%",C,Dicf
3144656,Ninheira,MG,C,"0,00%",A,"109,41%",C,"0,00%",C,Dicf
3144672,Nova Belém,MG,C,"4,29%",A,"90,06%",B,"-2,74%",C,Dicf
3144706,Nova Era,MG,n.d.,"0,00%",A,"84,60%",A,n.d.,n.d.,Cicf
3144805,Nova Lima,MG,A,"2,11%",A,"92,84%",B,"26,22%",A,Bicf
3144904,Nova Módica,MG,C,"24,48%",A,"102,26%",C,"-8,74%",C,Dicf
3145000,Nova Ponte,MG,n.e.,"5,58%",A,"99,28%",C,n.d.,n.d.,Eicf
3145059,Nova Porteirinha,MG,B+,"8,95%",A,"91,47%",B,"2,65%",B,Aicf
3145109,Nova Resende,MG,n.e.,"6,72%",A,"81,33%",A,"8,29%",A,Eicf
3145208,Nova Serrana,MG,A,"11,98%",A,"93,25%",B,"6,66%",A,Dicf
3145307,Novo Cruzeiro,MG,C,"8,33%",A,"100,44%",C,"-5,29%",C,Bicf
3145356,Novo Oriente de Minas,MG,n.d.,"4,03%",A,"98,51%",C,n.d.,n.d.,Dicf
3145372,Novorizonte,MG,C,"2,77%",A,"100,09%",C,"0,75%",B,Bicf
3145406,Olaria,MG,B,"3,09%",A,"94,87%",B,"1,12%",B,Cicf
3145455,Olhos-d'Água,MG,n.d.,"6,14%",A,"99,38%",C,n.d.,n.d.,Bicf
3145505,Olímpio Noronha,MG,n.e.,"0,00%",A,"83,41%",A,"7,21%",A,Eicf
3145604,Oliveira,MG,A,"0,00%",A,"83,76%",A,"3,75%",B,Dicf
3145703,Oliveira Fortes,MG,B,"2,24%",A,"93,90%",B,"3,51%",B,Cicf
3145802,Onça de Pitangui,MG,n.d.,"0,04%",A,"86,01%",B,n.d.,n.d.,Dicf
3145851,Oratórios,MG,B,"4,13%",A,"90,28%",B,"4,18%",B,Cicf
3145877,Orizânia,MG,C,"5,72%",A,"98,80%",C,"-0,78%",C,Cicf
3145901,Ouro Branco,MG,B,"18,76%",A,"94,37%",B,"2,46%",B,Bicf
3146008,Ouro Fino,MG,B,"7,26%",A,"94,28%",B,"4,17%",B,Bicf
3146107,Ouro Preto,MG,B,"5,85%",A,"89,41%",B,"2,27%",B,Dicf
3146206,Ouro Verde de Minas,MG,C,"0,86%",A,"108,85%",C,"0,00%",C,Dicf
3146255,Padre Carvalho,MG,C,"11,80%",A,"98,05%",C,"-0,27%",C,Bicf
3146305,Padre Paraíso,MG,C,"13,93%",A,"87,26%",B,"-1,23%",C,Cicf
3146404,Paineiras,MG,C,"7,40%",A,"96,01%",C,"-14,57%",C,Cicf
3146503,Pains,MG,n.d.,"8,39%",A,"93,27%",B,n.d.,n.d.,Cicf
3146552,Pai Pedro,MG,A,"0,77%",A,"93,89%",B,"5,07%",A,Bicf
3146602,Paiva,MG,A,"0,00%",A,"94,26%",B,"8,16%",A,Bicf
3146701,Palma,MG,n.d.,"8,14%",A,"86,22%",B,n.d.,n.d.,Bicf
3146750,Palmópolis,MG,n.d.,"10,30%",A,"88,29%",B,n.d.,n.d.,Cicf
3146909,Papagaios,MG,B,"0,45%",A,"88,16%",B,"1,60%",B,Cicf
3147006,Paracatu,MG,A,"7,76%",A,"90,94%",B,"8,20%",A,Dicf
3147105,Pará de Minas,MG,C,"8,12%",A,"97,19%",C,"-2,26%",C,Cicf
3147204,Paraguaçu,MG,n.e.,"0,91%",A,n.d.,n.d.,"25,74%",A,Eicf
3147303,Paraisópolis,MG,n.d.,"1,87%",A,"89,33%",B,n.d.,n.d.,Dicf
3147402,Paraopeba,MG,A,"2,20%",A,"91,13%",B,"8,10%",A,Cicf
3147501,Passabém,MG,A,"0,00%",A,"89,55%",B,"5,69%",A,Bicf
3147600,Passa Quatro,MG,C,"9,51%",A,"95,69%",C,"0,05%",B,Bicf
3147709,Passa Tempo,MG,C,"8,16%",A,"85,92%",B,"-3,06%",C,Cicf
3147808,Passa Vinte,MG,n.d.,"5,55%",A,"82,42%",A,n.d.,n.d.,Cicf
3147907,Passos,MG,C,"9,92%",A,"95,23%",C,"6,33%",A,Cicf
3147956,Patis,MG,C,"2,72%",A,"95,78%",C,"0,00%",C,Bicf
3148004,Patos de Minas,MG,A,"4,20%",A,"94,72%",B,"9,10%",A,Bicf
3148103,Patrocínio,MG,n.e.,"14,13%",A,"90,08%",B,"0,00%",C,Eicf
3148202,Patrocínio do Muriaé,MG,C,"8,47%",A,"95,06%",C,"-1,76%",C,Cicf
3148301,Paula Cândido,MG,C,"4,22%",A,"98,35%",C,"0,51%",B,Bicf
3148400,Paulistas,MG,n.d.,"4,87%",A,"98,76%",C,n.d.,n.d.,Dicf
3148509,Pavão,MG,C,"11,36%",A,"94,21%",B,"-4,93%",C,Bicf
3148608,Peçanha,MG,B,"10,42%",A,"90,61%",B,"2,54%",B,Cicf
3148707,Pedra Azul,MG,C,"8,70%",A,"97,45%",C,"1,62%",B,Aicf
3148756,Pedra Bonita,MG,n.e.,"5,10%",A,"94,99%",B,"1,01%",B,Eicf
3148806,Pedra do Anta,MG,C,"2,77%",A,"96,89%",C,"2,83%",B,Bicf
3148905,Pedra do Indaiá,MG,B,"3,94%",A,"90,02%",B,"1,14%",B,Cicf
3149002,Pedra Dourada,MG,C,"1,04%",A,"94,17%",B,"-5,23%",C,Dicf
3149101,Pedralva,MG,C,"1,94%",A,"95,80%",C,"3,56%",B,Dicf
3149150,Pedras de Maria da Cruz,MG,C,"5,06%",A,"90,30%",B,"-3,73%",C,Bicf
3149200,Pedrinópolis,MG,n.d.,"2,00%",A,"90,24%",B,n.d.,n.d.,Cicf
3149309,Pedro Leopoldo,MG,C,"7,40%",A,"99,71%",C,"-2,53%",C,Cicf
3149408,Pedro Teixeira,MG,A,"0,00%",A,"88,18%",B,"14,86%",A,Cicf
3149507,Pequeri,MG,C,"0,75%",A,"95,88%",C,"7,46%",A,Bicf
3149606,Pequi,MG,n.e.,"2,23%",A,"77,71%",A,"-8,19%",C,Eicf
3149705,Perdigão,MG,B,"5,00%",A,"94,62%",B,"0,99%",B,Dicf
3149804,Perdizes,MG,A,"11,62%",A,"83,27%",A,"19,58%",A,Cicf
3149903,Perdões,MG,C,"4,76%",A,"95,22%",C,"2,09%",B,Dicf
3149952,Periquito,MG,n.d.,"2,85%",A,"92,36%",B,n.d.,n.d.,Dicf
3150000,Pescador,MG,C,"1,76%",A,"101,98%",C,"0,00%",C,Dicf
3150109,Piau,MG,n.d.,"0,12%",A,"97,20%",C,n.d.,n.d.,Cicf
3150158,Piedade de Caratinga,MG,C,"7,21%",A,"95,13%",C,"1,83%",B,Cicf
3150208,Piedade de Ponte Nova,MG,A,"8,99%",A,"85,32%",B,"5,39%",A,Bicf
3150307,Piedade do Rio Grande,MG,C,"0,94%",A,"95,45%",C,"5,76%",A,Bicf
3150406,Piedade dos Gerais,MG,A,"5,27%",A,"93,40%",B,"5,47%",A,Bicf
3150505,Pimenta,MG,A,"19,64%",A,"89,12%",B,"16,10%",A,Bicf
3150539,Pingo-d'Água,MG,C,"0,00%",A,"97,08%",C,"3,56%",B,Cicf
3150570,Pintópolis,MG,n.e.,"4,71%",A,n.d.,n.d.,n.d.,n.d.,Eicf
3150604,Piracema,MG,n.d.,"2,24%",A,"90,90%",B,n.d.,n.d.,Cicf
3150703,Pirajuba,MG,n.d.,"8,26%",A,n.d.,n.d.,"1,94%",B,Dicf
3150802,Piranga,MG,B,"4,23%",A,"94,97%",B,"4,87%",B,Bicf
3150901,Piranguçu,MG,C,"5,29%",A,"102,65%",C,"3,43%",B,Cicf
3151008,Piranguinho,MG,A,"2,36%",A,"86,69%",B,"16,04%",A,Dicf
3151107,Pirapetinga,MG,n.d.,"6,03%",A,"98,47%",C,n.d.,n.d.,Cicf
3151206,Pirapora,MG,C,"40,40%",A,"95,74%",C,"-0,23%",C,Bicf
